#A,B,Weight
9072,10512,1
9072,10307,1
9072,5855,1
9072,17046,1
10167,15066,1
10167,15746,2
10167,12343,1
10167,19241,1
10167,2521,1
10167,7595,1
10167,12446,1
10167,6023,1
10167,10512,1
10167,10307,1
10167,5855,1
10167,17046,1
15066,12343,2
15066,19241,1
15066,2521,1
15066,7595,1
15066,12446,1
15066,10512,1
15066,10307,1
15066,5855,1
15066,17046,1
15746,12343,2
15746,19241,1
15746,2521,1
15746,7595,1
15746,12446,2
15746,6023,1
15746,10512,1
15746,10307,1
15746,5855,1
15746,17046,1
12343,2521,1
12343,7595,1
12343,12446,1
12343,6023,1
12343,10512,1
12343,10307,1
12343,5855,1
12343,17046,1
19241,2521,1
19241,7595,1
19241,12446,1
19241,6023,1
19241,10512,1
19241,10307,1
19241,5855,1
19241,17046,1
2521,7595,1
2521,12446,1
2521,6023,1
2521,10512,1
2521,10307,1
2521,5855,1
2521,17046,1
7595,12446,1
7595,6023,1
7595,10512,1
7595,10307,1
7595,5855,1
7595,17046,1
12446,6023,1
12446,10512,1
12446,10307,1
12446,5855,1
12446,17046,1
6023,10512,1
6023,10307,1
6023,5855,1
6023,17046,1
10512,10307,1
10512,5855,1
10512,17046,1
10307,5855,1
10307,17046,1
5855,17046,1
15222,154,1
18570,11596,1
18570,11434,1
18570,17783,1
18570,11658,1
18570,5944,2
18570,19301,1
18570,5282,5
18570,1668,1
18570,9489,2
18570,154,1
18570,5742,1
18570,103,3
11596,11658,2
11596,19301,3
11596,5282,2
11596,9489,1
11596,154,1
11596,5742,5
11596,103,5
11434,11658,1
11434,19301,2
11434,5282,1
11434,1668,2
11434,9489,1
11434,154,1
17783,5282,1
17783,9489,1
17783,154,1
11658,5944,19
11658,5282,1
11658,9489,1
11658,154,1
11658,5742,4
5944,5282,1
5944,9489,1
5944,154,1
19301,5282,1
19301,9489,1
19301,154,1
19301,5742,1
5282,9489,1
5282,154,1
5282,103,1
1668,9489,1
1668,154,1
9489,154,1
9489,5742,1
9489,103,1
154,5742,1
154,103,1
14711,11436,1
14711,791,1
14711,1327,1
14711,13230,1
14711,9666,1
11436,1327,1
11436,13230,1
791,1327,2
791,13230,1
791,9666,31
1327,9666,78
7931,13377,2
7931,14056,1
12439,10562,1
12439,13377,1
12439,14056,1
913,14056,2
10562,1229,3
10562,13377,1
10562,17277,1
10562,5252,2
10562,13501,5
10562,14056,3
1229,13377,1
1229,14056,2
9666,14056,5
13377,17277,2
13377,12907,1
13377,5252,1
13377,13501,1
13377,14056,1
17277,14056,1
12907,5252,52
12907,14056,2
5252,14056,1
1134,9666,49
1134,7538,1
1134,17122,1
1134,2480,1
15227,17122,1
15227,2480,1
7538,17122,1
7538,2480,1
7538,18959,1
7538,4861,3
17122,2480,1
17122,18959,1
17122,4861,1
2480,18959,1
2480,4861,1
18959,4861,3
17708,5634,1
17708,13728,3
17708,5255,2
17708,385,6
5634,5255,102
5634,8471,3
5634,385,2
5634,10949,2
13728,8471,2
13728,385,1
5255,385,2
5255,10949,2
4235,8982,152
14642,1784,113
14642,3014,90
12907,1784,68
13277,14715,1
13277,8319,1
13277,13629,1
13277,5601,1
14715,8319,1
14715,13629,1
14715,5601,1
14715,19298,1
14715,9666,1
8319,13629,1
8319,5601,1
8319,19298,1
8319,9666,1
13629,5601,1
13629,19298,1
13629,9666,1
5601,19298,1
5601,9666,1
19298,9666,241
12132,12123,1
12132,4946,1
12132,15856,1
12132,13724,1
12123,4946,1
12123,15856,1
12123,13724,1
4946,15856,1
4946,13724,1
15856,13724,1
13169,9824,1
13169,6817,1
13169,5634,3
13169,123,4
13169,18389,2
13169,9305,1
9824,6817,1
9824,5634,1
9824,123,1
9824,12983,1
9824,18389,1
9824,9305,1
9824,4235,1
6817,5634,1
6817,123,1
6817,12983,1
6817,18389,1
6817,9305,1
6817,4235,1
5634,18389,4
123,18389,1
123,9305,2
12983,18389,1
12983,9305,1
18389,9305,2
13169,13478,1
13169,3022,2
13169,11341,1
15950,13478,1
15950,3022,1
15950,11341,1
4429,13478,1
4429,3022,2
4429,11341,1
15746,13478,1
15746,3022,1
15746,11341,1
13478,3022,1
13478,11341,1
3022,11341,1
9874,9593,1
8477,9593,2
1134,10211,26
1134,13728,18
1134,15933,1
1134,12171,1
1134,3146,1
1134,1732,1
10211,15933,3
10211,12171,4
5550,15933,2
5550,12171,3
5550,3146,1
5550,1732,1
3190,1732,2
13728,4861,31
15933,3146,1
15933,1732,1
12171,3146,1
12171,1732,1
3146,1732,8
10211,12986,1
6240,4861,5
6240,12986,1
4861,437,25
4861,12986,1
437,12986,1
17937,5896,1
17937,13402,3
17937,13262,1
17937,214,1
17937,18087,1
17937,18277,1
17937,17708,1
5896,13262,1
5896,19238,1
5896,214,1
5896,18087,1
5896,18277,1
5896,17708,1
13402,13262,2
13402,214,1
13402,18277,1
13402,17708,3
13262,19238,1
13262,214,1
13262,18087,1
13262,18277,1
13262,17708,1
19238,214,2
19238,18087,2
19238,18277,1
214,18087,1
214,18277,1
214,17708,1
18087,18277,1
18087,17708,1
18277,17708,1
1134,11636,1
1134,13283,1
1134,13805,1
1134,11138,1
17328,12903,1
17328,11636,1
17328,13283,1
17328,13805,1
17328,571,2
17328,11138,1
12903,11636,1
12903,13805,1
12903,11138,1
1673,11636,1
1673,571,2
1673,11138,2
11636,5029,1
11636,4416,1
11636,13283,1
11636,13805,1
11636,571,1
11636,11138,1
11636,4235,1
5029,4416,249
5029,13805,2
5029,4235,345
4416,13805,2
4416,4235,400
13283,13805,1
13283,11138,1
13805,571,1
13805,4235,5
8781,608,1
8781,18645,1
8781,14644,1
608,18645,2
608,14644,5
608,13247,1
18645,14644,2
18645,13247,1
14644,13247,1
14599,871,2
14599,15222,9
8003,871,1
12983,5634,8
12983,4330,1
19338,4330,1
19338,16849,1
19338,3161,1
437,5634,105
437,5910,1
437,4330,1
437,16849,2
437,3161,1
5255,5910,1
5255,4330,1
5255,16849,2
5255,3161,1
5255,7897,4
19063,5910,1
19063,4330,1
19063,3161,1
19063,4868,11
5634,5910,3
5634,4330,1
5634,16849,1
5634,3161,1
5634,7897,1
6497,4330,1
6497,2246,1
6497,16849,1
6497,3161,1
6497,7897,1
6497,4868,1
5910,4330,1
5910,16849,1
5910,3161,1
5910,7897,1
5910,4868,1
4330,2246,1
4330,16849,1
4330,3161,1
4330,7897,1
4330,4868,1
2246,3161,1
2246,4868,13
16849,3161,1
16849,7897,2
16849,4868,1
3161,7897,1
3161,4868,1
7897,4868,7
19336,1867,1
19161,3248,1
19161,1867,1
3248,8982,1
3248,12049,1
3248,1867,2
966,12049,3
966,1867,1
8982,12049,1
8982,1867,1
12049,1867,3
12605,13628,3
12605,9110,3
18660,13890,2
18660,9110,2
13890,13628,1
13890,9110,1
13628,9666,1
9110,9666,1
8220,15520,2
8220,7931,6
8220,16896,2
8220,17853,1
8220,2320,1
8220,2103,1
8220,12598,2
8220,291,2
8220,5835,3
8220,2654,5
913,7931,66
913,16896,1
913,17853,1
913,2320,1
913,2103,1
913,12598,1
913,291,2
913,2654,1
17894,15520,6
17894,16896,1
17894,17853,1
17894,2320,1
17894,2103,1
17894,12598,1
17894,291,2
17894,2654,1
15520,7931,37
15520,16896,1
15520,17853,1
15520,2320,1
15520,2103,1
15520,12598,1
15520,2654,1
7931,16896,1
7931,17853,1
7931,2320,1
7931,2103,1
7931,12598,1
16896,17853,1
16896,2320,1
16896,2103,1
16896,12598,1
16896,15222,1
16896,291,1
16896,5835,1
16896,2654,1
17853,2320,1
17853,2103,1
17853,12598,1
17853,15222,1
17853,291,1
17853,5835,1
17853,2654,1
2320,2103,1
2320,12598,1
2320,15222,1
2320,291,1
2320,5835,1
2320,2654,1
2103,12598,1
2103,15222,1
2103,291,1
2103,5835,1
2103,2654,1
12598,15222,1
12598,291,1
12598,5835,1
12598,2654,1
15222,2654,1
291,2654,3
5835,2654,1
9708,13707,1
6111,13997,1
6111,13707,2
15222,13707,1
4861,13997,13
4861,13707,1
5890,13997,3
5890,13707,1
13997,13707,1
17606,8732,109
2428,14468,3
3512,3447,9
3512,12443,8
3512,5835,10
3512,1784,15
3512,19011,4
3447,13997,3
3447,10334,3
3447,1504,28
13997,12443,2
13997,5835,1
17043,13024,15
17043,12443,2
17043,1504,38
13024,10334,1
13024,1504,23
12443,10334,1
12443,1504,8
5835,1504,43
5835,19011,4
10334,1784,51
8060,9969,1
8060,710,3
8060,10358,2
9969,710,1
9969,10358,1
710,10358,2
3254,437,3
3254,453,1
3254,3447,1
3254,12850,1
5255,3447,4
5255,13009,6
437,3447,3
453,3447,1
453,12850,1
3447,12850,1
3447,13009,3
12850,13009,1
8719,1318,1
8719,18505,2
1318,18505,1
1318,13105,1
18505,13105,5
4235,16215,75
4235,14181,21
4235,19161,19
4235,19336,68
16215,14181,41
16215,19161,14
14181,19161,10
19161,19336,70
18237,5620,18
18237,2768,7
18237,4096,5
18237,19336,38
18237,1784,105
18237,4235,93
2768,19336,14
2473,10211,1
2473,15108,1
2473,895,1
2473,9666,1
2473,617,1
4416,895,1
4416,9666,122
15108,895,6
895,617,1
617,4235,5
16215,2768,33
16215,16118,5
14181,2768,52
14181,16118,4
10334,4096,6
10334,19336,7
10334,4235,36
16118,4096,2
16118,19336,3
9820,11203,40
9820,17624,1
11203,17624,1
17624,5029,1
17624,3014,1
5255,3190,65
7672,12744,1
7672,15390,1
5679,12744,1
12744,15390,1
4235,14308,2
14347,12831,2
9778,14308,1
9778,1784,10
9778,7929,1
9778,12831,1
14655,12831,4
1407,14308,2
1407,7929,3
1407,12831,2
7700,14308,1
7700,7929,1
7700,12831,1
14308,1784,2
14308,7929,2
14308,12831,1
9666,11887,1
9666,3675,1
9666,16196,1
11887,1784,1
11887,3675,1
11887,16196,1
11887,4861,1
1784,3675,1
3675,16196,1
3675,4861,1
16196,4861,2
9666,18217,1
9666,10569,35
10035,18217,2
10035,7358,1
10035,11658,3
10035,16679,1
10035,10569,1
5944,5862,144
5944,7358,2
5944,13402,10
5944,10569,4
18217,7358,1
18217,13402,1
18217,11658,3
18217,16679,1
18217,10569,1
5862,7358,2
5862,10569,2
7358,11658,1
7358,103,1
7358,10569,2
13402,11658,1
13402,103,1
11658,16679,1
11658,10569,1
103,16679,1
103,10569,1
14531,1428,4
14531,4885,3
14531,17277,5
16067,618,6
16067,1428,4
16067,4885,3
16067,13728,13
16067,17277,6
618,1428,3
618,4885,3
618,17277,1
1428,17277,1
4885,10211,2
4885,17277,1
4846,11357,3
4846,4160,1
4846,17339,2
4846,19338,1
9666,4160,55
9666,19338,47
17339,19338,3
1784,4416,392
9820,2428,11
9820,14468,9
8982,14468,1
4235,14468,5
4416,2428,2
3014,14468,4
17894,5255,3
17894,5862,8
17894,4861,20
17657,5255,1
17657,437,1
17657,1142,1
17657,5862,1
17657,3190,6
17657,13728,5
17657,4861,3
437,1142,1
437,3190,92
4235,3190,67
4235,13728,62
3190,8012,1
8012,8982,2
8012,13728,1
1784,13728,50
9666,8982,69
17225,18798,1
17225,11898,2
17225,17268,2
17225,4429,1
17225,13728,2
17225,3190,1
17225,17277,2
18798,11898,1
18798,17268,1
11898,4429,1
11898,13728,2
11898,3190,1
11898,17277,2
10211,17268,2
12169,17268,2
12169,4429,2
17268,4429,1
17268,13728,2
17268,3190,1
17268,17277,2
4429,13728,70
9378,437,1
9378,5255,1
9378,4429,1
9378,10211,1
11115,4429,2
18127,617,2
18127,437,1
18127,4429,1
18127,10211,1
617,5255,2
617,10211,9
437,12195,2
5255,12195,2
4429,10211,72
10211,12195,2
12605,5062,13
12605,17691,8
12605,10429,1
12605,13327,1
5062,17691,2
5062,10429,1
5062,13327,1
17691,13199,3
17691,10429,1
17691,13327,1
13199,10429,1
13199,13327,1
10429,13327,1
9666,1229,186
17039,2210,1
17039,3645,1
17039,16303,1
17039,3630,1
2210,3645,1
2210,16303,1
2210,3630,1
3645,16303,2
3014,5237,30
9820,5237,46
5237,3973,3
8732,7558,1
8732,12498,1
8732,16288,1
8732,15652,2
8732,8212,1
7558,12498,1
7558,16288,1
7558,15652,1
7558,19227,1
7558,8212,1
7558,19298,1
12498,16288,1
12498,15652,1
12498,19227,1
12498,8212,1
12498,19298,1
16288,15652,1
16288,19227,1
16288,8212,1
16288,19298,1
15652,19227,1
15652,8212,1
15652,19298,1
19227,8212,1
19227,19298,1
8212,19298,1
301,3723,4
301,12907,33
301,14980,1
301,19280,1
301,12023,1
301,12983,38
791,3723,1
791,12907,16
791,14980,1
791,19280,3
791,12023,1
791,12983,11
3723,12907,4
3723,14980,1
3723,19280,1
3723,12023,1
12907,14980,1
12907,19280,1
12907,12023,1
14980,19280,1
14980,12023,1
14980,12983,1
19280,12023,1
6240,17097,1
6240,13669,1
6240,10066,1
6240,11096,1
6240,10211,3
6240,2269,1
6240,5862,1
6240,2477,1
6240,7147,1
17097,13669,1
17097,10066,1
17097,11096,1
17097,2269,2
17097,5862,1
17097,2477,1
17097,7147,1
13669,10066,1
13669,11096,1
13669,10211,1
13669,2269,1
13669,5862,1
13669,2477,1
13669,7147,1
10066,11096,1
10066,10211,1
10066,2269,1
10066,5862,1
10066,2477,1
10066,7147,1
11096,10211,1
11096,2269,1
11096,5862,1
11096,2477,1
11096,7147,1
10211,2269,12
10211,2477,1
2269,2477,1
2269,7147,1
5862,2477,1
5862,7147,1
2477,7147,1
9004,7182,6
9634,1327,1
9634,10967,5
9634,7182,4
9634,17708,1
1327,10967,1
1327,7182,1
10967,7182,4
10967,17708,1
7182,17708,1
17606,3685,3
17606,14865,2
17606,9043,1
17606,11585,1
3685,14865,2
3685,9043,1
3685,11585,1
14865,9043,1
14865,11585,1
9043,11585,1
7151,2828,17
12605,9859,2
12605,7518,1
12605,11490,1
12605,2280,2
17261,9859,2
17261,11490,1
17261,2280,1
9859,7518,1
9859,11490,1
9859,2280,1
7518,11490,1
7518,2280,1
11490,2280,1
1676,10315,1
1676,7245,1
1676,5063,1
1676,13550,1
1676,8872,1
10315,7245,1
10315,8511,1
10315,5063,1
10315,14355,1
10315,13550,1
10315,8872,1
7245,8511,1
7245,5063,1
7245,14355,1
7245,13550,1
7245,8872,1
8511,5063,1
8511,13550,2
8511,8872,1
5063,14355,1
5063,13550,1
5063,8872,1
14355,8872,1
13550,8872,1
15952,8517,1
8517,4931,2
13169,3860,1
13169,6443,1
3860,6443,1
13169,5684,2
2297,5684,1
13169,5830,1
13169,2254,1
13169,6373,1
13169,14217,1
13169,6831,1
13169,3892,1
13169,428,1
13169,10974,1
13169,8345,1
13169,1969,1
13169,811,2
13169,11250,1
13169,3416,1
5830,2254,1
5830,6373,1
5830,14217,1
5830,6831,1
5830,3892,1
5830,428,1
5830,10974,1
5830,8345,1
5830,1969,1
5830,811,1
5830,11250,1
5830,3416,1
2254,6373,1
2254,14217,1
2254,6831,1
2254,3892,1
2254,428,1
2254,10974,1
2254,8345,1
2254,1969,1
2254,811,1
2254,11250,1
2254,3416,1
6373,14217,1
6373,6831,1
6373,3892,1
6373,428,1
6373,10974,1
6373,8345,1
6373,1969,1
6373,811,1
6373,11250,1
6373,3416,1
14217,6831,1
14217,3892,1
14217,428,1
14217,10974,1
14217,8345,1
14217,1969,1
14217,811,1
14217,11250,1
14217,3416,1
6831,3892,1
6831,428,1
6831,10974,1
6831,8345,1
6831,1969,1
6831,811,1
6831,11250,1
6831,3416,1
3892,428,1
3892,10974,1
3892,8345,1
3892,1969,1
3892,811,1
3892,11250,1
3892,3416,1
428,10974,1
428,8345,1
428,1969,1
428,811,1
428,11250,1
428,3416,1
10974,8345,1
10974,1969,1
10974,811,1
10974,11250,1
10974,3416,1
8345,1969,1
8345,811,1
8345,11250,1
8345,3416,1
1969,811,1
1969,11250,1
1969,3416,1
811,11250,1
811,3416,1
11250,3416,1
13169,19162,1
13169,9303,1
13169,2104,1
13169,5061,1
4235,1134,23
4235,19162,1
4235,9303,1
4235,2104,1
4235,5061,1
1134,19162,1
1134,9303,1
1134,2104,1
1134,5061,1
19162,4416,1
19162,9303,1
19162,2104,1
19162,5061,1
4416,9303,1
4416,2104,1
4416,5061,1
9303,2104,1
9303,5061,1
2104,5061,1
3735,9666,292
5252,3916,3
5252,14317,9
9666,3916,8
7777,14250,1
7777,13536,1
7777,11997,1
7777,12304,1
9666,13536,1
9666,11997,1
9666,12304,1
14250,13536,1
14250,11997,1
14250,12304,1
13536,11997,1
13536,12304,1
11997,12304,1
13169,8397,1
13169,13289,1
13169,2498,1
8397,13289,1
8397,2498,1
8397,15702,1
8397,1784,1
8397,4235,1
13289,2498,1
13289,15702,1
13289,1784,1
13289,4235,1
7777,5236,4
7777,10841,1
9666,5236,14
9666,10841,1
5236,11605,1
5236,10841,1
11605,10841,1
12953,16282,6
12953,11792,1
12953,10106,2
15886,16282,6
15886,11792,1
15886,10106,1
16282,11792,1
16282,10106,1
8719,7940,3
8719,4165,3
7940,4165,3
7940,16215,6
7940,8765,6
4165,1130,1
4165,8765,3
4165,1360,1
4165,15113,1
16215,8765,7
1130,1360,2
1130,15113,2
8765,1360,2
8765,15113,2
11465,1360,2
11465,15113,2
1360,15113,2
4924,17329,1
4924,17039,1
4924,4785,1
4924,487,1
4924,10235,1
4924,2549,1
4924,14655,2
4924,17551,3
4924,2392,1
4924,7251,1
4924,1764,1
17329,487,1
17329,10235,1
17329,2549,1
17329,14655,5
17329,17551,1
17329,2392,2
17329,1784,4
17329,7251,1
17329,1764,1
17039,7867,5
17039,487,1
17039,10235,1
17039,2549,1
17039,14655,6
17039,2392,4
17039,7251,1
17039,1764,1
7867,487,1
7867,10235,2
7867,2549,1
7867,14655,3
7867,2392,1
7867,7251,1
7867,1764,1
4785,487,1
4785,2549,1
4785,17551,2
4785,2392,5
4785,7251,1
4785,1764,1
487,10235,1
487,4235,1
487,2549,1
487,14655,1
487,17551,1
487,2392,1
487,1784,1
487,7251,1
487,1764,1
10235,17551,2
10235,7251,1
10235,1764,1
4235,2549,1
4235,7251,1
4235,1764,1
2549,14655,1
2549,2392,2
2549,7251,1
2549,1764,1
14655,7251,1
14655,1764,1
17551,7251,1
17551,1764,1
2392,7251,1
2392,1764,1
1784,7251,1
1784,1764,1
7251,1764,1
12780,18415,1
12780,3356,1
12780,18156,1
12780,291,1
12780,13378,1
12780,7789,2
18415,3356,3
18415,18156,1
18415,291,1
18415,13378,1
18415,7789,1
3356,18156,1
3356,291,1
3356,13378,1
3356,7789,1
18156,291,1
18156,13378,1
18156,7789,1
291,13378,1
13378,7789,1
13169,4512,3
13169,14844,2
13169,12083,2
13169,7312,2
13169,8955,2
13169,15872,2
13169,2116,2
13169,4035,2
13169,142,3
13169,8455,2
13169,2129,2
13169,14618,2
13169,12435,2
13169,7764,2
13169,3476,2
13169,11145,2
13169,6201,2
13169,13419,2
13169,5965,2
4512,14844,1
4512,12083,1
4512,7312,1
4512,8955,1
4512,15872,1
4512,2116,1
4512,17159,1
4512,4035,1
4512,142,1
4512,8455,1
4512,2129,1
4512,14618,1
4512,18610,1
4512,12435,1
4512,7764,1
4512,11145,1
4512,6201,1
4512,13419,1
4512,5965,1
9515,14844,1
9515,12083,1
9515,956,4
9515,7312,1
9515,8955,1
9515,15872,1
9515,2116,1
9515,17159,1
9515,4035,1
9515,142,1
9515,8455,1
9515,2129,1
9515,14618,1
9515,18610,1
9515,12435,1
9515,7764,1
9515,11145,1
9515,6201,1
9515,13419,1
9515,5965,1
14844,12083,1
14844,956,1
14844,7312,1
14844,8955,1
14844,15872,1
14844,2116,1
14844,17159,1
14844,4035,1
14844,142,1
14844,8455,1
14844,14618,1
14844,18610,1
14844,12435,1
14844,7764,1
14844,3476,1
14844,11145,1
14844,6201,1
14844,13419,1
14844,5965,1
12083,956,1
12083,7312,1
12083,8955,1
12083,15872,1
12083,2116,1
12083,17159,1
12083,4035,1
12083,142,1
12083,8455,1
12083,2129,1
12083,14618,1
12083,18610,1
12083,12435,1
12083,7764,1
12083,3476,1
12083,11145,2
12083,6201,1
12083,13419,1
12083,5965,1
956,7312,1
956,8955,1
956,15872,1
956,2116,1
956,17159,1
956,4035,1
956,142,1
956,8455,1
956,2129,1
956,14618,1
956,18610,1
956,12435,1
956,7764,1
956,11145,1
956,6201,1
956,13419,1
956,5965,1
7312,8955,1
7312,15872,1
7312,2116,1
7312,17159,1
7312,4035,1
7312,142,1
7312,8455,1
7312,2129,1
7312,14618,2
7312,18610,1
7312,12435,1
7312,7764,1
7312,3476,1
7312,11145,1
7312,6201,1
7312,13419,1
7312,5965,1
8955,15872,1
8955,2116,1
8955,17159,1
8955,4035,1
8955,142,1
8955,8455,1
8955,2129,1
8955,14618,1
8955,18610,1
8955,12435,1
8955,7764,1
8955,3476,1
8955,11145,1
8955,13419,1
8955,5965,1
15872,2116,1
15872,17159,1
15872,4035,1
15872,142,1
15872,8455,1
15872,2129,1
15872,14618,1
15872,18610,1
15872,12435,1
15872,3476,1
15872,11145,1
15872,6201,1
15872,13419,1
15872,5965,1
2116,17159,1
2116,4035,1
2116,142,1
2116,8455,1
2116,2129,1
2116,14618,1
2116,18610,1
2116,12435,1
2116,7764,1
2116,3476,1
2116,11145,1
2116,6201,1
2116,13419,2
2116,5965,1
17159,4035,1
17159,142,3
17159,8455,1
17159,2129,1
17159,14618,1
17159,12435,1
17159,7764,1
17159,3476,1
17159,11145,1
17159,6201,1
17159,13419,1
17159,5965,1
4035,142,1
4035,8455,1
4035,2129,1
4035,14618,1
4035,18610,1
4035,7764,1
4035,3476,1
4035,11145,1
4035,6201,1
4035,13419,1
4035,5965,1
142,8455,1
142,2129,1
142,14618,1
142,12435,1
142,7764,1
142,3476,1
142,11145,1
142,6201,1
142,13419,1
142,5965,1
8455,2129,1
8455,14618,1
8455,18610,1
8455,12435,1
8455,7764,1
8455,3476,1
8455,11145,1
8455,6201,1
8455,13419,1
2129,14618,1
2129,18610,1
2129,12435,1
2129,7764,1
2129,3476,1
2129,11145,1
2129,6201,1
2129,13419,1
2129,5965,1
14618,18610,1
14618,12435,1
14618,7764,1
14618,3476,1
14618,11145,1
14618,6201,1
14618,13419,1
14618,5965,1
18610,12435,1
18610,7764,1
18610,3476,1
18610,11145,1
18610,6201,1
18610,13419,1
18610,5965,1
12435,7764,1
12435,3476,1
12435,11145,1
12435,6201,1
12435,13419,1
12435,5965,1
7764,3476,1
7764,11145,1
7764,6201,1
7764,13419,1
7764,5965,1
3476,11145,1
3476,6201,1
3476,13419,1
3476,5965,1
11145,6201,1
11145,13419,1
11145,5965,1
6201,13419,1
6201,5965,1
13419,5965,1
1520,7777,1
1520,12953,1
1520,5933,1
1520,15886,1
1520,148,1
1520,5014,1
1520,5997,1
7777,5933,1
7777,15886,3
7777,148,1
7777,5014,1
7777,5997,2
12953,5933,15
12953,148,1
12953,5014,1
12953,5997,2
5933,148,1
5933,5014,1
5933,5997,1
15886,148,1
15886,5014,1
15886,5997,2
12907,4235,55
6146,13105,2
6146,4235,3
13105,4235,1
9331,6658,1
9331,7479,1
9331,7041,1
9331,1337,1
6658,7479,1
6658,1337,1
7479,1337,1
7041,1337,1
5944,17783,55
5944,5786,2
8755,10736,1
8755,17783,1
8755,5786,1
13728,10736,4
