#A,B,Weight
12799,17127,1
5944,10211,4
5944,14933,1
5944,7040,1
5944,17244,1
5944,4989,1
5944,8451,1
5944,17127,1
13728,14933,1
13728,17244,1
13728,4989,1
13728,8451,1
13728,17127,1
10211,14933,1
10211,7040,1
10211,17244,1
10211,4989,1
10211,8451,1
10211,17127,1
3190,14933,1
3190,17244,1
3190,4989,1
3190,8451,1
3190,17127,1
1134,14933,1
1134,7040,1
1134,17244,1
1134,4989,1
1134,8451,1
1134,17127,1
14933,7040,1
14933,17244,1
14933,4989,1
14933,8451,1
14933,17127,1
7040,17244,1
7040,4989,1
7040,8451,1
7040,17127,1
17244,4989,1
17244,8451,1
17244,17127,1
4989,8451,1
4989,17127,1
8451,17127,1
13079,15702,2
13079,4861,1
13079,4429,3
15520,15702,1
15520,4429,4
10211,15702,1
15702,17277,2
15702,4429,1
17277,6205,7
2827,8291,1
2827,1278,1
8291,1278,1
1471,17708,2
7444,12826,2
7444,17708,1
12826,1963,1
12826,17708,1
1963,17708,6
9820,17708,11
9666,12811,1
9666,13942,1
8982,10937,7
8982,12289,4
8982,890,2
8982,12811,2
8982,13942,2
8982,4290,4
14642,17428,2
14642,954,11
14642,6020,1
14642,890,1
14642,12811,1
14642,13942,1
10937,17428,5
10937,954,12
10937,6020,4
10937,890,2
10937,3014,15
17428,3014,3
13193,6020,2
13193,890,1
13193,12811,2
13193,13942,3
5029,12289,5
5029,13942,4
5029,4290,4
6020,3014,4
12289,890,1
12289,12811,2
12289,9820,7
12289,4235,9
890,4290,1
890,3014,1
12811,1784,4
12811,9820,6
12811,4235,7
13942,1784,6
13942,9820,7
13942,4235,10
4290,1784,9
4290,4235,11
8982,654,2
5567,9820,24
5567,654,2
9820,654,3
1784,654,3
654,3014,2
17097,7439,1
17097,2206,1
17097,5252,1
17097,9666,1
17097,17277,1
17097,525,1
17097,7265,1
17097,6531,1
17097,12983,1
7439,5252,2
7439,17277,1
7439,525,1
7439,6531,1
2206,17277,1
2206,525,1
2206,6531,1
5252,6531,1
9666,6531,3
17277,7265,1
17277,6531,1
525,7265,1
525,6531,1
525,12983,2
7265,6531,3
12548,13830,2
5742,10736,5
5742,10394,1
5742,1623,1
5742,527,1
5742,13303,1
5742,13959,1
5862,10394,1
5862,1623,1
5862,13303,1
5862,13959,1
19128,10394,1
19128,1623,1
19128,527,1
19128,13303,1
19128,13959,1
1379,10394,1
1379,1623,1
1379,527,1
1379,13303,1
1379,13959,1
1379,10142,1
1177,10736,2
1177,10394,1
1177,1623,1
1177,527,1
1177,13303,1
1177,13959,1
1177,10142,1
11701,10394,1
11701,1623,1
11701,527,1
11701,13303,1
11701,13959,1
11701,10142,1
10736,1504,4
10736,10394,1
10736,1623,1
10736,527,1
10736,13303,1
10736,13959,1
10736,10142,1
5944,1623,1
5944,527,1
5944,13303,1
5944,13959,1
1504,10394,1
1504,1623,1
1504,13303,1
1504,11786,1
10394,527,3
10394,13303,1
10394,13959,1
10394,10142,1
10394,11786,1
1623,527,3
1623,13303,1
1623,13959,1
1623,10142,1
1623,11786,1
527,13303,1
527,13959,1
527,10142,1
527,11786,1
13303,13959,3
13303,10142,1
13303,11786,1
13959,10142,1
13959,11786,1
10142,11786,1
19298,15298,1
15122,15298,1
571,525,1
13187,525,1
15227,525,1
14642,5944,3
5029,5944,5
18168,5341,1
18168,1327,5
18168,519,2
18168,17163,1
18168,7987,1
5341,19298,1
5341,1327,1
5341,519,1
5341,17163,1
5341,8650,1
5341,13375,1
5341,7987,1
19298,519,2
19298,17163,1
19298,8650,1
19298,13375,1
19298,7987,3
1327,519,2
1327,17163,1
1327,8650,1
1327,13375,1
519,17163,1
519,8650,1
519,13375,1
519,7987,1
17163,8650,1
17163,13375,1
17163,7987,1
8650,13375,1
8650,7987,1
13375,7987,1
6449,9888,1
6449,19277,1
6449,14965,1
6449,14935,3
6449,10222,1
6449,5550,1
6449,13728,3
6449,17287,1
6449,14374,1
6449,10235,2
6449,3697,1
6449,6526,1
6449,4235,6
10023,9888,1
10023,14965,1
10023,14935,2
10023,10222,1
10023,5550,1
10023,13728,2
10023,17287,1
10023,14374,1
10023,10235,1
10023,3697,1
10023,6526,1
9888,19277,1
9888,913,5
9888,14965,2
9888,14935,1
9888,10222,1
9888,5550,1
9888,13728,1
9888,17287,1
9888,14374,1
9888,10235,1
9888,3697,1
9888,6526,1
19277,913,3
19277,14965,1
19277,14935,1
19277,10222,1
19277,5550,1
19277,13728,1
19277,17287,1
19277,14374,1
19277,3697,1
19277,6526,1
913,17287,1
913,6526,2
14965,14935,2
14965,5550,1
14965,13728,2
14965,17287,1
14965,14374,1
14965,10235,1
14965,3697,1
14965,6526,1
14965,1784,1
14965,4235,1
14935,5550,1
14935,17287,1
14935,14374,1
14935,10235,2
14935,3697,1
14935,6526,1
10222,5550,1
10222,17287,1
10222,14374,1
10222,3697,1
10222,6526,1
5550,17287,1
5550,14374,1
5550,10235,2
5550,3697,1
5550,6526,1
13728,17287,1
13728,14374,1
13728,6526,1
17287,14374,1
17287,10235,1
17287,3697,1
17287,6526,1
17287,1784,1
17287,4235,1
14374,10235,1
14374,3697,1
14374,6526,1
14374,1784,1
14374,4235,1
10235,6526,1
3697,6526,1
3697,4235,1
6526,1784,1
6526,4235,1
2827,13173,1
2827,9977,1
98,913,2
15513,1134,1
15513,1034,1
15513,913,2
15513,19298,1
4728,1134,1
4728,913,1
1134,1034,1
1034,913,2
9666,11701,6
1379,18139,1
1379,17526,1
1379,13169,2
11701,18139,1
11701,17526,1
11701,13169,1
5550,5029,3
5550,4416,2
5550,3014,8
123,5029,5
123,3014,15
3735,6601,1
11845,6601,1
10229,6601,1
10229,8714,1
6601,4861,2
6601,9820,1
12548,927,1
12548,15066,1
946,927,1
946,15066,1
946,13830,3
18415,16985,5
18415,14572,1
18415,10949,1
18415,9165,2
18415,12669,1
18415,4925,1
16985,14572,1
16985,10949,1
16985,9165,3
16985,12669,1
16985,4925,1
14572,9165,1
14572,12669,1
14572,4925,1
10949,9165,1
10949,12669,1
10949,4925,1
9165,12669,1
9165,4925,1
12669,4925,1
13169,15403,1
13169,3041,1
13169,14200,1
13169,4040,1
15403,3041,1
15403,5145,1
15403,15375,1
15403,14200,1
15403,4040,1
3041,5145,1
3041,15375,1
3041,14200,1
3041,4040,1
5145,15375,2
5145,14200,1
5145,4040,1
15375,14200,1
15375,4040,1
14200,4040,1
13169,10116,1
13169,6683,1
13169,492,1
13169,12401,1
13169,12862,1
13169,13944,1
13169,1305,1
13169,4357,1
13169,6872,1
13169,11264,1
13169,14754,1
13169,2902,1
10116,6683,1
10116,492,1
10116,12401,1
10116,12862,1
10116,13944,1
10116,1305,1
10116,4357,1
10116,6872,1
10116,11264,1
10116,14754,1
10116,2902,1
6683,492,1
6683,12401,1
6683,12862,1
6683,13944,1
6683,1305,1
6683,4357,1
6683,6872,1
6683,11264,1
6683,14754,1
6683,2902,1
492,12401,1
492,12862,1
492,13944,1
492,1305,1
492,4357,1
492,6872,1
492,11264,1
492,14754,1
492,2902,1
12401,12862,1
12401,13944,1
12401,1305,1
12401,4357,1
12401,6872,1
12401,11264,1
12401,14754,1
12401,2902,1
12862,13944,1
12862,1305,1
12862,4357,1
12862,6872,1
12862,11264,1
12862,14754,1
12862,2902,1
13944,1305,1
13944,4357,1
13944,6872,1
13944,11264,1
13944,14754,1
13944,2902,1
1305,4357,1
1305,6872,1
1305,11264,1
1305,14754,1
1305,2902,1
4357,6872,1
4357,11264,1
4357,14754,1
4357,2902,1
6872,11264,1
6872,14754,1
6872,2902,1
11264,14754,1
11264,2902,1
14754,2902,1
4356,559,1
4356,8732,1
4356,2339,1
4356,5835,1
4356,10211,1
4356,2297,1
4356,3190,1
559,8732,1
559,2339,1
559,5835,1
559,10211,1
559,2297,1
559,3190,1
5835,10211,9
5835,2297,2
12548,16682,1
12548,12434,1
12548,10802,1
5679,16682,1
5679,12434,1
5679,5740,1
5679,10802,1
5679,2968,2
16682,12434,3
16682,5740,1
16682,10802,1
16682,2968,1
12434,5740,1
12434,10802,1
12434,2968,1
5740,10802,1
5740,2968,1
10802,2968,1
12312,17264,2
12312,3735,3
12312,7931,4
6913,1504,1
6913,9173,2
6913,9666,4
6913,3735,1
6913,7931,1
6913,13357,1
17264,18011,2
17264,9173,1
17264,3735,1
17264,13357,1
2216,1504,5
2216,9173,2
2216,3735,16
18011,1504,1
18011,9173,1
18011,9666,9
18011,3735,4
18011,7931,3
9173,9666,3
9173,3735,1
9173,7931,2
9173,13357,2
5791,13278,2
11011,13278,2
1784,13278,2
13278,8784,2
13278,9505,2
15427,3886,23
6720,6144,15
6720,4203,2
7724,4203,1
6144,4203,2
1400,7192,3
1400,1952,2
17769,7192,2
17769,1952,2
17769,4203,2
7192,4203,1
1952,4203,1
571,13402,1
571,6338,3
571,12048,1
8656,13187,2
8656,3284,4
8656,13402,7
8656,6338,1
8656,12048,1
11138,13187,4
11138,3284,1
11138,11087,3
11138,13402,1
11138,6338,1
11138,12048,1
13187,3284,2
13187,13402,1
13187,6338,2
13187,12048,1
3284,11087,1
3284,13402,1
3284,6338,1
3284,12048,1
11087,13402,1
11087,12048,1
4235,12048,1
13402,12048,1
6338,12048,1
12048,16417,1
2393,1327,1
2393,12112,1
4683,1327,1
4683,12112,1
1327,12112,1
9365,8060,1
9365,9787,1
9365,8053,1
3601,8053,1
8060,9787,2
8060,9795,2
8060,8053,1
9787,8053,1
9795,8053,1
10774,9166,1
10774,18418,1
10774,5149,1
10774,14079,2
10774,12548,1
9166,5149,1
9166,14079,1
9166,12548,2
18418,14079,4
18418,12548,18
5149,14079,1
5149,12548,1
3014,17858,2
2188,17858,1
6992,3830,1
6992,8446,1
3830,8446,1
4235,3577,4
4235,15011,1
3577,74,1
3577,3162,1
3577,13830,2
3577,14625,1
3577,15011,1
74,3162,1
74,13830,2
74,14625,1
74,15011,1
3162,13830,1
3162,14625,1
3162,1784,3
3162,15011,1
13830,14625,1
13830,15011,1
14625,1784,1
14625,15011,1
1784,15011,1
8533,1504,3
966,14445,5
966,2158,5
1504,2158,2
3820,11293,2
3820,17600,1
3820,5944,1
3820,2501,1
11293,17600,1
11293,5944,1
11293,2501,1
17600,2501,1
5944,2501,1
17894,15103,1
13728,15103,1
8341,437,1
8341,10235,1
8341,13862,1
8341,15103,1
3190,13862,2
3190,15103,1
437,14819,1
437,13862,1
437,15103,1
4235,14819,2
4235,13862,1
4235,15103,1
10235,14819,1
10235,13862,1
10235,15103,1
14819,13862,1
14819,15103,1
14655,13862,1
14655,15103,1
13862,15103,1
14189,8886,1
14189,14655,1
14189,10025,1
14189,18377,1
14189,9997,2
14189,18798,1
16215,10025,1
3907,17329,7
3907,8886,1
3907,14655,1
3907,18798,2
14551,8886,1
14551,14655,1
14551,18798,2
17329,8886,1
17329,18798,1
8886,14655,1
8886,10025,1
8886,18377,1
8886,9997,1
8886,18798,2
14655,10025,1
14655,18377,1
10025,18377,2
10025,18798,1
18377,18798,1
9997,18798,2
19277,5029,3
19277,9487,3
19277,7867,1
9487,7867,1
1471,3138,1
1471,19277,1
1471,18418,1
7444,3138,1
7444,19277,1
7444,18418,1
209,2487,1
209,3138,1
209,19277,1
209,8383,4
209,2188,1
209,18418,1
1963,2487,1
1963,3138,2
1963,19277,3
1963,18418,1
14642,2487,1
14642,18418,1
2487,3138,1
2487,19277,1
2487,8383,1
2487,2188,1
2487,18418,1
2487,9820,1
2487,4235,1
2487,1784,1
3138,19277,3
3138,8383,1
3138,2188,1
3138,18418,1
3138,4235,33
19277,2188,1
19277,18418,1
18418,9820,5
18418,4235,5
18418,1784,4
17894,5679,1
17894,17505,1
17894,5814,1
9666,5814,8
5679,17505,1
5679,19298,1
5679,5814,2
5679,17365,1
17505,19298,4
17505,17365,1
12548,17365,1
5814,17365,1
17505,1742,1
17505,17608,1
17505,6205,1
12548,17608,1
1742,17608,1
1742,5814,1
1742,6205,5
17608,5814,1
17608,6205,1
5814,6205,1
10010,9820,4
5961,12829,16
5961,1229,2
5961,1821,1
12829,1229,1
12829,1821,1
1229,1821,1
1229,13791,1
1821,13791,1
1821,4235,9
1784,13791,1
13791,4235,1
1489,15108,37
1489,7674,10
1489,8832,1
1489,7504,2
1489,6823,1
1489,6134,1
1489,15036,1
1489,4290,1
15108,8832,1
15108,8884,67
15108,7504,2
15108,6823,1
15108,6134,2
15108,15036,1
15108,4290,4
9820,7674,20
9820,8832,1
9820,2044,1
9820,7504,1
9820,6823,1
9820,10813,41
9820,15036,1
1784,8832,1
1784,2044,1
1784,7504,1
1784,6823,1
1784,10813,63
1784,15036,1
4235,8832,1
4235,7504,2
4235,6823,1
4235,6134,5
4235,15036,1
954,7674,1
954,8832,1
954,2044,1
954,7504,1
954,6823,1
954,15036,1
7674,8832,1
7674,2044,1
7674,7504,2
7674,6823,1
7674,6134,1
7674,15036,1
7674,4290,1
8832,2044,1
8832,4416,1
8832,8884,1
8832,7504,1
8832,3394,1
8832,6823,1
8832,6134,1
8832,10813,1
8832,15036,1
8832,4290,1
2044,4416,1
2044,8884,1
2044,7504,1
2044,3394,2
2044,6823,1
2044,6134,1
2044,10813,1
2044,15036,1
2044,4290,1
4416,7504,1
4416,6823,1
4416,15036,1
8884,7504,1
8884,6823,1
8884,15036,1
7504,3394,1
7504,6823,1
7504,6134,1
7504,10813,1
7504,15036,1
7504,4290,1
3394,6823,1
3394,6134,1
3394,15036,1
3394,4290,2
6823,6134,1
6823,10813,1
6823,15036,1
6823,4290,1
6134,10813,1
6134,15036,1
6134,4290,2
10813,15036,1
10813,4290,1
15036,4290,1
4429,16766,2
4429,4189,2
4429,7725,2
4429,17796,2
9708,17796,1
614,10054,10
10054,5862,8
10054,5480,6
12989,5213,1
12989,2469,1
12989,1784,7
12989,3014,3
12989,7944,1
12989,5460,1
12989,16858,1
12989,18055,1
12989,10459,1
12989,16713,2
12989,15052,1
12989,10088,1
12989,15495,1
4235,5213,1
4235,2469,1
4235,5460,1
4235,16858,1
4235,18055,1
4235,10459,1
4235,10088,1
4235,15495,1
9820,5213,1
9820,2469,1
9820,5460,1
9820,16858,1
9820,18055,1
9820,10459,1
9820,15052,1
9820,10088,1
9820,15495,1
5213,15108,1
5213,2469,1
5213,10813,1
5213,1784,1
5213,3014,1
5213,7944,1
5213,5460,1
5213,16858,1
5213,18055,1
5213,10459,1
5213,16713,1
5213,15052,1
5213,10088,1
5213,15495,1
15108,2469,1
15108,7944,1
15108,5460,1
15108,16858,1
15108,18055,1
15108,10459,2
15108,10088,1
15108,15495,1
2469,10813,1
2469,1784,1
2469,3014,1
2469,7944,1
2469,5460,1
2469,16858,1
2469,18055,1
2469,10459,1
2469,16713,1
2469,15052,1
2469,10088,1
2469,15495,1
10813,3014,22
10813,7944,1
10813,5460,1
10813,16858,1
10813,18055,1
10813,10459,1
10813,16713,4
10813,15052,5
10813,10088,1
10813,15495,1
1784,5460,1
1784,16858,1
1784,18055,1
1784,10459,2
1784,10088,1
1784,15495,1
3014,5460,1
3014,16858,1
3014,18055,1
3014,10459,1
3014,15052,1
3014,10088,1
3014,15495,1
7944,5460,1
7944,16858,1
7944,18055,1
7944,10459,1
7944,16713,1
7944,15052,1
7944,10088,1
7944,15495,1
5460,16858,1
5460,18055,1
5460,10459,1
5460,16713,1
5460,15052,1
5460,10088,1
5460,15495,1
16858,18055,1
16858,10459,1
16858,16713,1
16858,15052,1
16858,10088,1
16858,15495,1
18055,10459,1
18055,16713,1
18055,15052,1
18055,10088,1
18055,15495,1
10459,16713,2
10459,15052,1
10459,10088,1
10459,15495,1
16713,15052,1
16713,10088,1
16713,15495,1
15052,10088,1
15052,15495,1
10088,15495,1
15108,7777,6
1619,15108,8
1619,5029,5
1619,8277,4
1619,4235,9
15108,18798,119
10813,5029,24
10813,4416,29
10813,8884,30
4416,1619,6
8884,1619,4
3014,1619,3
9666,13667,2
6338,13667,1
15742,13667,1
13667,13501,1
18798,10813,42
954,15108,15
954,1619,2
4416,18798,47
18868,1619,1
1257,12872,1
1613,7777,1
1613,17505,1
1613,13169,1
1613,7977,1
1613,4929,1
1613,18836,1
7777,7977,1
7777,4929,1
7777,18836,1
17505,7977,2
17505,4929,2
17505,18836,1
13169,7977,2
13169,4929,2
13169,18836,1
7977,18836,1
4929,18836,1
12548,8672,1
7286,1504,2
7286,18672,2
7286,8672,1
7286,8982,1
1504,18672,1
1504,6923,5
1504,3076,9
1504,8672,1
18672,6923,1
18672,3076,7
18672,8672,1
18672,8982,1
6923,8672,1
6923,8982,1
3076,8672,1
8672,8982,1
12605,12966,2
12605,13872,1
12966,12229,1
12966,10640,1
12966,13199,1
12966,13872,1
12966,4064,1
12229,10640,1
12229,13872,1
12229,4064,1
10640,13872,1
10640,4064,1
13199,13872,1
13199,4064,1
13872,4064,1
7998,1471,2
7998,7444,1
7998,17131,2
7998,1784,2
1471,17131,2
7444,17131,1
7444,6897,1
10812,1229,1
10812,9666,4
10812,6744,1
10812,14966,1
10812,2255,1
10812,6699,1
10812,5896,1
10812,17745,1
10812,18357,1
10812,12573,1
10812,1860,1
10812,1038,1
10812,8447,1
10812,5265,1
1229,14966,1
1229,2255,1
1229,6699,1
1229,5896,1
1229,17745,1
1229,18357,1
1229,12573,1
1229,1860,1
1229,1038,3
1229,8447,1
1229,5265,1
9666,6744,5
9666,2255,2
9666,5896,3
9666,17745,1
9666,1860,1
9666,8447,1
9666,5265,1
6744,14966,1
6744,2255,1
6744,6699,1
6744,5896,1
6744,17745,1
6744,12573,1
6744,1860,1
6744,1038,1
6744,8447,1
6744,5265,1
14966,2255,1
14966,6699,1
14966,5896,1
14966,17745,1
14966,18357,1
14966,12573,1
14966,1860,1
14966,1038,1
14966,8447,1
14966,5265,1
2255,6699,1
2255,5896,1
2255,17745,1
2255,18357,1
2255,12573,1
2255,1860,1
2255,1038,1
2255,8447,1
2255,5265,1
6699,5896,1
6699,17745,1
6699,18357,1
6699,12573,1
6699,1860,1
6699,8447,1
6699,5265,1
5896,18357,1
5896,12573,1
5896,1860,1
5896,1038,1
5896,8447,1
5896,5265,1
17745,18357,1
17745,12573,1
17745,1860,1
17745,1038,1
17745,8447,1
17745,5265,1
18357,12573,1
18357,1860,1
18357,1038,1
18357,8447,1
18357,5265,1
12573,1860,1
12573,1038,1
12573,8447,1
12573,5265,1
1860,1038,1
1860,8447,1
1860,5265,1
1038,8447,1
1038,5265,1
8447,5265,1
12548,1379,1
12548,1177,1
17492,7672,3
17492,5679,13
17492,1177,1
17492,6923,5
7672,1379,1
7672,1177,1
7672,6923,1
7672,1742,1
7672,1784,1
7672,4235,1
1379,5679,1
1379,6923,1
1379,1742,1
15100,5679,2
15100,1177,2
15100,6923,1
15100,1742,1
5679,1177,1
1177,6923,1
1177,1742,1
6923,1742,2
6923,1784,5
6923,4235,4
1742,1784,3
1742,4235,3
1489,9300,1
1489,17260,1
9300,16144,1
9300,4235,2
9300,9820,2
9300,17260,1
16144,4235,15
16144,9820,12
16144,17260,1
4235,17260,1
9820,17260,1
17260,1784,1
7473,1255,2
9989,1255,1
5296,1255,2
15108,6266,2
15108,8952,1
10813,6266,1
10813,8952,1
10813,1489,10
10813,16144,1
6266,4416,1
6266,1489,2
6266,16144,1
8952,8884,1
8952,5029,3
8952,1489,1
8952,16144,1
4416,16144,3
5237,1489,2
5237,16144,1
1784,16144,10
10813,18868,7
15108,18868,38
5029,18798,35
8277,18798,21
8884,18868,20
8884,18798,43
10813,1963,1
3076,7366,1
8153,1504,15
8153,4484,2
8153,4254,1
1504,4484,3
1504,4254,1
18909,4254,1
4484,4254,1
4484,2415,3
1784,4254,1
12614,7077,1
12614,16095,1
12614,2522,1
12614,5070,1
12614,11138,1
7077,16095,1
7077,10589,1
7077,17620,1
7077,11138,2
16095,2522,1
16095,17620,1
16095,5070,1
16095,11138,1
10589,2522,1
10589,17620,1
10589,5070,1
10589,11138,1
2522,17620,1
2522,5070,1
2522,11138,1
17620,5070,1
17620,11138,1
17620,9666,3
5070,11138,3
5070,9666,4
15355,18700,4
15355,4429,3
15355,7867,1
15355,4351,1
15355,9765,1
15355,13727,1
18700,7867,1
18700,4351,1
18700,9765,1
18700,13727,3
4429,4351,1
4429,9765,1
7867,9765,1
7867,13727,1
7867,7372,1
4351,13727,1
4351,7372,1
9765,13727,1
9765,7372,1
10813,3394,26
10813,333,3
8277,333,3
8277,9820,34
3394,333,5
3394,1784,76
3394,9820,62
3394,4235,105
74,15649,1
74,16288,1
74,15336,1
74,2159,1
74,10582,1
10211,16288,1
10211,15336,1
10211,2159,1
10211,10582,1
3190,16288,1
3190,15336,1
3190,2159,1
3190,10582,1
15649,16288,1
15649,15336,1
15649,2159,1
15649,13874,1
15649,10582,1
16288,15336,1
16288,4861,1
16288,2159,1
16288,13874,1
16288,10582,1
15336,4861,1
15336,2159,1
15336,13874,1
15336,10582,1
4861,2159,1
4861,10582,1
2159,13874,1
2159,10582,1
13874,10582,1
17015,14109,1
17015,15108,1
17015,17556,1
17015,10813,1
14109,15108,1
14109,17556,1
14109,10813,1
15108,17556,1
17556,10813,1
14953,4416,2
14953,5029,2
14953,18868,1
14953,972,1
14953,10813,2
14953,15639,1
14953,15620,1
14953,15530,1
14953,8277,1
14953,3427,1
14953,15052,2
18798,18868,36
18798,3394,88
18798,972,1
18798,15639,1
18798,15620,1
18798,15530,1
18798,3427,1
18798,15052,6
4235,15620,1
4235,15530,1
4235,3427,1
11028,18868,2
11028,972,1
11028,15620,1
11028,15530,1
11028,8277,4
11028,3427,1
11028,15052,3
14655,3394,2
14655,972,1
14655,10813,1
14655,15639,1
14655,15620,1
14655,15530,1
14655,8277,1
14655,3427,1
14655,15052,1
15108,972,1
15108,15620,1
15108,15530,1
15108,3427,1
4416,972,1
4416,15639,3
4416,15620,1
4416,15530,1
4416,3427,1
5029,972,1
5029,15639,3
5029,15620,1
5029,15530,1
5029,3427,1
18868,972,1
18868,15639,1
18868,15620,1
18868,15530,1
18868,8277,9
18868,3427,1
18868,15052,2
3394,972,1
3394,15639,1
3394,15620,1
3394,15530,1
3394,8277,15
3394,3427,1
3394,15052,7
972,10813,1
972,15639,1
972,15620,1
972,15530,1
972,8277,1
972,3427,1
972,15052,1
10813,15620,1
10813,15530,1
10813,3427,1
15639,15620,1
15639,15530,1
15639,8277,1
15639,3427,1
15639,15052,1
15639,1784,2
15620,15530,1
15620,8277,1
15620,3427,1
15620,15052,1
15620,1784,1
15530,8277,1
15530,3427,1
15530,15052,1
15530,1784,1
8277,3427,1
8277,15052,1
3427,15052,1
3427,1784,1
15052,1784,5
7095,8982,1
17894,1489,2
17894,1787,1
1489,1787,1
9586,17747,6
9586,6987,3
9586,12181,3
17747,4573,3
4573,6987,1
4573,12181,1
6392,12360,2
6392,7895,1
11490,12360,1
11490,7895,1
8054,6124,2
8054,12360,2
8054,7895,1
5715,12360,1
5715,7895,1
5715,2597,4
6124,12360,1
6124,7895,1
6124,2597,1
12360,7895,1
12360,2597,1
7895,2597,1
7342,5862,1
1504,138,4
15903,5862,1
15903,138,3
5862,1543,1
5862,138,2
8732,10813,2
8732,10513,2
8732,18670,2
10813,10513,2
10813,18670,2
10513,18670,2
2501,4753,1
11357,2703,1
11357,4753,1
11357,12799,2
2703,4753,1
2703,12799,2
4753,12799,1
9370,13539,1
9370,7815,1
9370,8719,1
9370,8554,1
9370,10961,2
9370,3146,1
9370,13728,2
9370,10211,2
9370,13368,1
9370,1281,2
9370,12170,1
9370,1504,2
9370,16409,2
9370,17381,1
13539,7815,1
13539,8719,1
13539,8554,1
13539,10961,1
13539,3146,1
13539,13728,1
13539,10211,1
13539,13368,1
13539,1281,1
13539,12170,1
13539,1504,1
13539,16409,1
13539,17381,1
7815,8719,1
7815,8554,1
7815,10961,1
7815,3146,1
7815,13728,1
7815,10211,1
7815,13368,1
7815,1281,1
7815,12170,1
7815,1504,1
7815,16409,1
7815,17381,1
8719,10961,1
8719,1281,1
8719,12170,1
8719,17381,1
8554,3146,1
8554,1281,1
8554,12170,1
8554,16409,1
8554,17381,1
10961,3146,1
10961,13728,2
10961,10211,2
10961,13368,1
10961,12170,1
10961,1504,3
10961,16409,2
10961,17381,1
3146,1281,1
3146,1504,2
3146,16409,1
3146,17381,1
13728,12170,1
13728,16409,3
13728,17381,1
10211,12170,3
10211,17381,1
13368,1281,1
13368,12170,1
13368,1504,1
13368,16409,1
13368,17381,1
1281,16409,2
1281,17381,1
12170,1504,1
12170,16409,1
12170,17381,1
1504,17381,1
16409,17381,1
5644,18135,1
5644,824,1
5644,4638,1
5644,14457,1
5644,5218,1
5644,16215,1
18135,824,1
18135,4638,1
18135,14457,1
18135,5218,1
18135,16215,1
824,4638,1
824,14457,1
824,5218,1
4638,14457,1
4638,5218,1
4638,16215,1
14457,5218,1
14457,16215,1
5218,16215,1
17492,2576,1
12548,2576,1
12548,857,2
2576,857,1
6923,857,3
3004,954,1
3004,10813,1
3004,6020,1
3004,17609,1
3014,17609,2
10813,17609,4
6020,17609,2
13791,9666,6
8143,1910,2
9205,11658,1
9205,10736,1
9205,1668,1
9205,19128,1
11596,10736,1
11596,19128,1
11658,10736,1
11658,19128,1
11658,5862,6
11658,1504,1
10736,1668,1
1668,19128,3
1668,1504,4
10908,11469,2
10908,18084,1
18677,18084,1
6697,11469,1
6697,18154,2
6697,18084,1
6697,16679,1
18488,11469,1
18488,18154,2
18488,18084,1
4887,11469,3
4887,18084,1
11469,18154,2
11469,18084,1
18154,18084,1
18084,16679,1
13956,17585,1
13956,13169,1
13956,3954,1
13956,19106,1
13956,3062,1
13956,9666,1
13956,19298,1
17585,19106,1
17585,3062,1
17585,19298,3
13169,19106,1
13169,3062,1
3954,19106,1
3954,3062,1
3954,9666,1
3954,19298,1
19106,3062,1
19106,9666,1
19106,19298,1
6199,16804,1
6199,10908,1
6199,377,1
6199,19189,1
6199,16679,1
6199,12548,1
16804,377,1
16804,19189,1
16804,12548,1
10908,377,1
10908,19189,1
10908,12548,1
377,19189,1
377,16679,1
377,12548,1
19189,16679,2
8056,6287,1
8056,7795,2
8056,15393,1
6287,7795,1
6287,7117,1
6287,15393,1
7795,7117,3
7795,15393,1
7117,15393,1
9004,8129,1
9004,946,3
9004,5269,1
9004,18381,1
9004,3,1
1327,8129,1
1327,5269,1
1327,18381,1
1327,3,1
8129,946,1
8129,5269,1
8129,18381,1
8129,3,1
8129,19298,1
8129,9666,1
946,5269,1
946,18381,1
946,3,1
5269,18381,1
5269,3,1
5269,19298,1
18381,3,1
18381,19298,1
18381,9666,1
3,19298,1
3,9666,1
8220,8849,1
8220,3705,1
7931,15201,1
7931,3062,5
7931,8849,1
7931,3705,1
15201,996,1
15201,3062,1
15201,8849,1
15201,3705,1
996,8849,1
996,3705,1
3062,8849,1
3062,3705,1
8849,3705,1
8849,9666,1
3705,9666,1
5620,8958,3
11434,8958,1
9820,8958,1
4235,8958,1
17198,8958,1
19298,18672,1
19298,571,1
19298,7103,1
19298,17650,1
19298,12548,2
19298,13502,1
17708,18672,1
17708,7103,1
17708,12548,4
17708,13502,1
18672,571,1
18672,7103,2
18672,13502,1
10848,571,1
10848,7103,1
10848,13502,1
571,7103,1
571,17650,1
571,12548,1
571,13502,1
7103,17650,1
7103,12548,1
7103,13502,1
17650,13502,1
12548,13502,1
3598,19298,1
3598,5206,1
3598,6094,1
3598,2588,1
3598,18457,1
3598,9666,1
19298,6094,1
19298,2588,1
19298,4532,1
5206,6094,1
5206,2588,1
5206,4532,1
5206,18457,1
6094,2588,1
6094,4532,1
6094,18457,1
2588,4532,1
2588,18457,1
2588,9666,1
4532,18457,1
4532,9666,1
8982,5237,3
7887,14642,3
8719,10127,8
8719,11464,4
10127,13288,1
663,13288,1
13288,11464,1
1504,16104,4
20,16104,2
